date,open,high,low,close,volume
20160414,1300000,1302000,1289000,1300000,335327
20160415,1309000,1310000,1290000,1300000,136599
20160418,1295000,1305000,1292000,1299000,128474
20160419,1294000,1296000,1283000,1288000,144766
20160420,1282000,1300000,1282000,1299000,171972
20160421,1300000,1301000,1288000,1294000,145089
20160422,1294000,1294000,1277000,1280000,114830
20160425,1285000,1285000,1271000,1281000,91957
20160426,1285000,1305000,1283000,1296000,166901
20160427,1294000,1300000,1286000,1300000,165946
20160428,1300000,1300000,1261000,1265000,293069
20160429,1260000,1267000,1242000,1245000,325078
20160502,1247000,1262000,1245000,1250000,140552
20160503,1267000,1270000,1256000,1261000,158066
20160504,1272000,1290000,1262000,1290000,294055
20160509,1290000,1300000,1285000,1299000,312894
20160510,1299000,1300000,1288000,1296000,171191
20160511,1296000,1299000,1287000,1292000,176688
20160512,1292000,1292000,1275000,1281000,152302
20160513,1281000,1281000,1251000,1253000,245698
20160516,1253000,1263000,1247000,1248000,234403
20160517,1249000,1265000,1249000,1264000,183671
20160518,1264000,1271000,1255000,1268000,183392
20160519,1268000,1277000,1266000,1270000,200249
20160520,1270000,1280000,1269000,1269000,159211
20160523,1269000,1286000,1269000,1286000,162251
20160524,1286000,1289000,1268000,1271000,208692
20160525,1283000,1298000,1274000,1295000,237255
20160526,1299000,1303000,1295000,1296000,253073
20160527,1300000,1301000,1273000,1282000,274891
20160530,1297000,1297000,1274000,1280000,206307
20160531,1280000,1300000,1268000,1292000,1250554
20160601,1298000,1341000,1295000,1333000,470080
20160602,1350000,1372000,1346000,1365000,476139
20160603,1370000,1379000,1364000,1377000,341324
20160607,1386000,1402000,1380000,1398000,462843
20160608,1419000,1419000,1389000,1406000,376162
20160609,1408000,1430000,1406000,1430000,515375
20160610,1424000,1425000,1404000,1406000,289681
20160613,1396000,1396000,1362000,1371000,304966
20160614,1371000,1386000,1369000,1380000,245461
20160615,1385000,1416000,1383000,1413000,306689
20160616,1413000,1417000,1395000,1409000,292431
20160617,1410000,1435000,1410000,1426000,328394
20160620,1427000,1448000,1426000,1431000,270316
20160621,1432000,1449000,1426000,1448000,200411
20160622,1446000,1450000,1431000,1445000,178965
20160623,1444000,1445000,1427000,1430000,225126
20160624,1445000,1445000,1360000,1400000,411052
20160627,1400000,1405000,1385000,1398000,236780
20160628,1390000,1404000,1379000,1399000,214379
20160629,1408000,1412000,1391000,1396000,210541
20160630,1408000,1445000,1397000,1425000,273434
20160701,1427000,1479000,1427000,1466000,287872
20160704,1464000,1474000,1451000,1466000,159900
20160705,1466000,1475000,1462000,1469000,157407
20160706,1447000,1452000,1412000,1421000,334983
20160707,1421000,1450000,1416000,1450000,229904
20160708,1450000,1475000,1449000,1460000,269963
20160711,1460000,1500000,1460000,1489000,281136
20160712,1499000,1505000,1460000,1464000,220494
20160713,1496000,1496000,1463000,1481000,200198
20160714,1481000,1500000,1476000,1500000,248605
20160715,1500000,1522000,1486000,1518000,232463
20160718,1518000,1533000,1500000,1533000,231344
20160719,1528000,1540000,1522000,1533000,202445
20160720,1533000,1542000,1524000,1540000,155463
20160721,1540000,1547000,1537000,1543000,170894
20160722,1506000,1528000,1506000,1516000,171703
20160725,1500000,1523000,1495000,1502000,154650
20160726,1500000,1531000,1498000,1530000,144570
20160727,1512000,1529000,1512000,1527000,126701
20160728,1533000,1536000,1498000,1507000,190074
20160729,1520000,1557000,1511000,1539000,299712
20160801,1569000,1580000,1560000,1568000,230308
20160802,1568000,1568000,1546000,1548000,166316
20160803,1548000,1548000,1517000,1517000,150098
20160804,1519000,1533000,1517000,1517000,140199
20160805,1529000,1564000,1525000,1561000,139177
20160808,1566000,1575000,1556000,1569000,222503
20160809,1574000,1579000,1557000,1567000,180464
20160810,1567000,1570000,1534000,1541000,246807
20160811,1541000,1559000,1526000,1559000,210672
20160812,1559000,1570000,1544000,1545000,209497
20160816,1545000,1576000,1545000,1568000,216862
20160817,1569000,1570000,1551000,1566000,148929
20160818,1567000,1644000,1566000,1640000,366541
20160819,1638000,1675000,1636000,1675000,336103
20160822,1674000,1692000,1659000,1665000,252244
20160823,1665000,1694000,1657000,1687000,230914
20160824,1680000,1682000,1636000,1653000,318771
20160825,1630000,1659000,1622000,1639000,283476
20160826,1606000,1623000,1603000,1612000,241160
20160829,1602000,1640000,1597000,1640000,178515
20160830,1647000,1671000,1633000,1645000,156992
20160831,1641000,1641000,1611000,1620000,410644
20160901,1583000,1588000,1563000,1587000,375803
20160902,1595000,1613000,1588000,1597000,163060
20160905,1590000,1615000,1585000,1606000,167676
20160906,1607000,1645000,1597000,1643000,153203
20160907,1648000,1652000,1621000,1621000,191837
20160908,1623000,1639000,1614000,1639000,241417
20160909,1611000,1618000,1564000,1575000,265168
20160912,1490000,1506000,1456000,1465000,529987
20160913,1508000,1549000,1495000,1527000,494345
20160919,1538000,1569000,1536000,1558000,448163
20160920,1559000,1588000,1559000,1585000,258423
20160921,1595000,1601000,1576000,1592000,210181
20160922,1600000,1641000,1599000,1618000,228599
20160923,1582000,1598000,1566000,1571000,365993
20160926,1571000,1596000,1564000,1568000,290496
20160927,1550000,1575000,1533000,1569000,196688
20160928,1554000,1573000,1554000,1567000,174128
20160929,1573000,1619000,1572000,1600000,227951
20160930,1590000,1615000,1585000,1598000,235254
20161004,1610000,1624000,1606000,1614000,261062
20161005,1601000,1626000,1597000,1619000,249409
20161006,1696000,1700000,1667000,1691000,591163
20161007,1700000,1716000,1690000,1706000,521011
20161010,1650000,1689000,1628000,1680000,505866
20161011,1600000,1625000,1545000,1545000,768543
20161012,1495000,1545000,1494000,1535000,781771
20161013,1550000,1581000,1545000,1557000,437291
20161014,1548000,1588000,1547000,1577000,283179
20161017,1565000,1602000,1538000,1590000,255704
20161018,1572000,1595000,1572000,1589000,207690
20161019,1579000,1643000,1575000,1625000,308891
20161020,1626000,1651000,1609000,1620000,206609
20161021,1606000,1613000,1588000,1589000,209550
20161024,1593000,1608000,1590000,1608000,185799
20161025,1600000,1604000,1592000,1597000,197322
20161026,1597000,1599000,1562000,1567000,210680
20161027,1571000,1617000,1556000,1573000,282340
20161028,1580000,1614000,1580000,1614000,204284
20161031,1616000,1639000,1611000,1639000,241344
20161101,1630000,1652000,1612000,1652000,206948
20161102,1640000,1652000,1631000,1643000,201985
20161103,1630000,1640000,1606000,1616000,206837
20161104,1605000,1634000,1605000,1627000,142077
20161107,1647000,1650000,1634000,1640000,153238
20161108,1649000,1649000,1635000,1644000,108349
20161109,1646000,1657000,1591000,1596000,313672
20161110,1630000,1650000,1618000,1649000,235907
20161111,1585000,1618000,1585000,1598000,256736
20161114,1595000,1596000,1552000,1553000,302666
20161115,1553000,1581000,1539000,1539000,273314
20161116,1540000,1564000,1540000,1558000,266164
20161117,1555000,1576000,1545000,1568000,157411
20161118,1582000,1588000,1570000,1586000,189215
20161121,1565000,1606000,1565000,1593000,163604
20161122,1607000,1645000,1600000,1640000,195022
20161123,1661000,1661000,1626000,1649000,253372
20161124,1649000,1652000,1633000,1650000,155143
20161125,1641000,1652000,1633000,1650000,125538
20161128,1650000,1681000,1640000,1677000,265881
20161129,1690000,1698000,1669000,1677000,361626
20161130,1677000,1747000,1677000,1746000,570704
20161201,1740000,1753000,1733000,1749000,310707
20161202,1724000,1738000,1707000,1727000,307059
20161205,1717000,1734000,1711000,1718000,169692
20161206,1722000,1760000,1720000,1748000,280036
20161207,1752000,1774000,1752000,1772000,192073
20161208,1799000,1801000,1776000,1790000,329251
20161209,1795000,1795000,1770000,1780000,213049
20161212,1733000,1768000,1733000,1752000,228289
20161213,1731000,1772000,1731000,1766000,233689
20161214,1778000,1784000,1764000,1777000,149102
20161215,1741000,1775000,1741000,1759000,115471
20161216,1765000,1801000,1760000,1793000,234954
20161219,1781000,1819000,1781000,1795000,108716
20161220,1796000,1820000,1792000,1812000,152304
20161221,1818000,1830000,1801000,1805000,131042
20161222,1813000,1815000,1799000,1809000,127092
20161223,1801000,1804000,1780000,1782000,166697
20161226,1780000,1800000,1778000,1798000,96472
20161227,1799000,1810000,1793000,1799000,93069
20161228,1792000,1799000,1780000,1788000,133258
20161229,1771000,1802000,1770000,1802000,150329
20170102,1799000,1812000,1794000,1805000,93012
20170103,1814000,1831000,1801000,1824000,147153
20170104,1825000,1826000,1805000,1808000,159435
20170105,1803000,1803000,1777000,1778000,219349
20170106,1809000,1822000,1802000,1810000,177619
20170109,1830000,1875000,1828000,1861000,263898
20170110,1864000,1870000,1854000,1862000,181996
20170111,1876000,1928000,1871000,1914000,240363
20170112,1900000,1940000,1899000,1940000,233383
20170113,1905000,1916000,1873000,1873000,319089
20170116,1843000,1891000,1816000,1833000,332230
20170117,1829000,1873000,1829000,1848000,163014
20170118,1852000,1875000,1831000,1847000,177508
20170119,1886000,1896000,1851000,1874000,188378
20170120,1856000,1871000,1844000,1860000,183700
20170123,1860000,1903000,1850000,1903000,176208
20170124,1906000,1929000,1894000,1908000,220975
20170125,1917000,1970000,1916000,1970000,268677
20170126,1971000,2000000,1971000,1995000,304290
20170131,1995000,1995000,1973000,1973000,359844
20170201,1977000,1983000,1952000,1956000,283008
20170202,1980000,1983000,1960000,1968000,300586
20170203,1970000,1975000,1959000,1973000,207727
20170206,1979000,1983000,1957000,1978000,177214
20170207,1978000,1979000,1938000,1941000,280836
20170208,1937000,1939000,1910000,1920000,341859
20170209,1939000,1942000,1911000,1920000,273883
20170210,1920000,1938000,1915000,1918000,220415
20170213,1887000,1903000,1886000,1898000,222041
20170214,1898000,1913000,1866000,1879000,262483
20170215,1854000,1898000,1854000,1886000,283831
20170216,1890000,1918000,1889000,1901000,204527
20170217,1878000,1902000,1864000,1893000,307549
20170220,1911000,1939000,1908000,1933000,149716
20170221,1927000,1978000,1921000,1947000,211252
20170222,1950000,1967000,1949000,1965000,170789
20170223,1951000,1972000,1951000,1959000,204346
20170224,1948000,1955000,1903000,1911000,185937
20170227,1901000,1907000,1885000,1903000,180674
20170228,1903000,1938000,1898000,1922000,301774
20170302,1921000,1993000,1921000,1986000,424996
20170303,1967000,1986000,1958000,1981000,254174
20170306,1961000,2011000,1961000,2004000,244697
20170307,1990000,2016000,1990000,2010000,211065
20170308,2010000,2031000,2007000,2010000,242819
20170309,2010000,2015000,2001000,2010000,287445
20170310,1998000,2021000,1993000,2009000,204556
20170313,2002000,2049000,2002000,2030000,148482
20170314,2031000,2077000,2025000,2068000,226501
20170315,2040000,2072000,2040000,2070000,191757
20170316,2090000,2109000,2077000,2092000,198663
20170317,2090000,2125000,2086000,2120000,252046
20170320,2100000,2106000,2087000,2095000,205001
20170321,2089000,2134000,2088000,2128000,284403
20170322,2080000,2123000,2079000,2123000,328545
20170323,2110000,2118000,2085000,2090000,307942
20170324,2080000,2099000,2054000,2075000,256163
20170327,2060000,2094000,2059000,2060000,243553
20170328,2078000,2092000,2069000,2074000,164325
20170329,2087000,2098000,2079000,2089000,201865
20170330,2094000,2122000,2094000,2099000,164080
20170331,2091000,2101000,2060000,2060000,210006
20170403,2070000,2086000,2065000,2072000,191588
20170404,2080000,2109000,2076000,2104000,245110
20170405,2095000,2112000,2085000,2107000,213994
20170406,2100000,2104000,2080000,2092000,193668
20170407,2090000,2091000,2058000,2080000,200420
20170410,2097000,2097000,2075000,2097000,142827
20170411,2097000,2097000,2079000,2080000,143458
20170412,2093000,2097000,2085000,2095000,165498
20170413,2083000,2123000,2083000,2121000,180816
20170414,2108000,2113000,2088000,2101000,109257
20170417,2100000,2104000,2076000,2078000,104495
20170418,2084000,2091000,2064000,2075000,137213
20170419,2065000,2071000,2045000,2045000,235258
20170420,2029000,2040000,2004000,2014000,422977
20170421,2024000,2070000,2024000,2038000,302610
20170424,2063000,2063000,2046000,2062000,179803
20170425,2073000,2137000,2066000,2135000,385992
20170426,2135000,2140000,2126000,2140000,295896
20170427,2135000,2226000,2098000,2192000,460645
20170428,2289000,2290000,2226000,2231000,453714
20170502,2275000,2275000,2238000,2245000,281366
20170504,2285000,2285000,2243000,2276000,273802
20170508,2276000,2351000,2267000,2351000,391651
20170510,2308000,2361000,2280000,2280000,468219
20170511,2271000,2309000,2261000,2275000,425557
20170512,2288000,2308000,2283000,2291000,188458
20170515,2281000,2314000,2281000,2305000,160028
20170516,2333000,2340000,2305000,2319000,176075
20170517,2306000,2332000,2305000,2317000,148489
20170518,2287000,2300000,2277000,2297000,223207
20170519,2282000,2289000,2236000,2236000,315247
20170522,2252000,2269000,2238000,2255000,352871
20170523,2270000,2279000,2245000,2246000,252141
20170524,2243000,2265000,2240000,2244000,173508
20170525,2258000,2284000,2240000,2284000,260896
20170526,2280000,2323000,2277000,2304000,272273
20170529,2311000,2320000,2269000,2281000,174791
20170530,2276000,2283000,2224000,2232000,248672
20170531,2229000,2251000,2220000,2235000,373382
20170601,2243000,2245000,2220000,2234000,195070
20170602,2253000,2298000,2250000,2298000,249775
20170605,2302000,2318000,2286000,2297000,151988
20170607,2325000,2325000,2262000,2265000,274588
20170608,2250000,2279000,2250000,2258000,279575
20170609,2284000,2322000,2280000,2305000,234657
20170612,2271000,2280000,2257000,2269000,219086
20170613,2257000,2281000,2257000,2270000,172498
20170614,2290000,2303000,2262000,2268000,203334
20170615,2284000,2296000,2259000,2284000,193140
20170616,2275000,2297000,2273000,2279000,348069
20170619,2279000,2328000,2278000,2328000,226078
20170620,2362000,2407000,2361000,2407000,300900
20170621,2387000,2406000,2374000,2374000,199473
20170622,2398000,2404000,2386000,2398000,229116
20170623,2380000,2389000,2371000,2381000,190302
20170626,2376000,2418000,2376000,2414000,171056
20170627,2411000,2420000,2395000,2415000,192335
20170628,2380000,2400000,2378000,2385000,191450
20170629,2402000,2416000,2397000,2397000,166131
20170630,2375000,2381000,2355000,2377000,237551
20170703,2375000,2389000,2356000,2361000,136111
20170704,2358000,2370000,2345000,2350000,159220
20170705,2341000,2384000,2339000,2379000,212805
20170706,2400000,2405000,2386000,2403000,218461
20170707,2387000,2406000,2381000,2393000,162638
20170710,2425000,2445000,2416000,2433000,215855
20170711,2432000,2450000,2414000,2450000,194356
20170712,2450000,2500000,2442000,2494000,189723
20170713,2504000,2547000,2502000,2528000,320683
20170714,2550000,2554000,2521000,2524000,164780
20170717,2545000,2551000,2526000,2532000,179522
20170718,2521000,2544000,2518000,2542000,141689
20170719,2531000,2541000,2500000,2537000,223150
20170720,2538000,2566000,2528000,2560000,167352
20170721,2543000,2558000,2526000,2554000,168981
20170724,2535000,2550000,2531000,2543000,141995
20170725,2525000,2538000,2497000,2500000,216212
20170726,2480000,2501000,2465000,2492000,224496
20170727,2500000,2532000,2478000,2490000,228990
20170728,2490000,2490000,2369000,2388000,523366
20170731,2371000,2412000,2346000,2410000,254028
20170801,2400000,2442000,2377000,2430000,227390
20170802,2460000,2467000,2430000,2450000,155549
20170803,2450000,2450000,2356000,2389000,310816
20170804,2408000,2409000,2375000,2385000,167184
20170807,2375000,2404000,2372000,2379000,144365
20170808,2399000,2413000,2374000,2386000,159592
20170809,2370000,2370000,2312000,2314000,291108
20170810,2310000,2316000,2273000,2295000,459723
20170811,2256000,2265000,2211000,2231000,508146
20170814,2256000,2270000,2236000,2250000,383712
20170816,2311000,2319000,2300000,2310000,438273
20170817,2348000,2365000,2337000,2352000,248317
20170818,2338000,2362000,2312000,2345000,209559
20170821,2362000,2362000,2329000,2342000,102069
20170822,2341000,2358000,2335000,2350000,147635
20170823,2389000,2389000,2359000,2374000,187694
20170824,2376000,2383000,2367000,2376000,173149
20170825,2394000,2394000,2336000,2351000,224871
20170828,2351000,2362000,2298000,2305000,199242
20170829,2282000,2304000,2258000,2304000,252473
20170830,2319000,2320000,2298000,2310000,150260
20170831,2311000,2332000,2300000,2316000,220234
20170901,2323000,2332000,2315000,2324000,212834
20170904,2289000,2318000,2275000,2302000,158870
20170905,2312000,2345000,2298000,2338000,234322
20170906,2338000,2359000,2335000,2350000,216221
20170907,2350000,2411000,2350000,2406000,193530
20170908,2435000,2459000,2429000,2454000,217860
20170911,2485000,2509000,2475000,2490000,207495
20170912,2510000,2511000,2457000,2480000,240595
20170913,2491000,2520000,2472000,2481000,187140
20170914,2503000,2516000,2488000,2515000,284095
20170915,2515000,2528000,2493000,2520000,215146
20170918,2527000,2624000,2526000,2624000,230499
20170919,2625000,2632000,2589000,2606000,197008
20170920,2606000,2625000,2592000,2611000,185855
20170921,2611000,2648000,2611000,2640000,176796
20170922,2648000,2680000,2623000,2650000,278448
20170925,2650000,2684000,2650000,2681000,186062
20170926,2651000,2656000,2578000,2583000,341144
20170927,2600000,2610000,2575000,2584000,215940
20170928,2613000,2623000,2563000,2563000,240509
20170929,2559000,2581000,2542000,2564000,258188
20171010,2668000,2682000,2640000,2640000,410396
20171011,2680000,2738000,2667000,2732000,273043
20171012,2742000,2758000,2705000,2740000,277814
20171013,2727000,2742000,2689000,2700000,252033
20171016,2699000,2743000,2688000,2696000,195399
20171017,2701000,2769000,2700000,2740000,212156
20171018,2741000,2762000,2702000,2738000,202215
20171019,2735000,2735000,2649000,2649000,242174
20171020,2640000,2705000,2640000,2692000,160541
20171023,2730000,2732000,2700000,2715000,166221
20171024,2735000,2739000,2702000,2702000,116121
20171025,2702000,2721000,2685000,2695000,117657
20171026,2686000,2695000,2620000,2620000,195531
20171027,2620000,2666000,2607000,2654000,147850
20171030,2689000,2716000,2685000,2702000,163923
20171031,2703000,2772000,2675000,2754000,267631
20171101,2875000,2875000,2809000,2861000,290205
20171102,2875000,2876000,2838000,2853000,214421
20171103,2853000,2857000,2793000,2819000,198716
20171106,2819000,2825000,2767000,2819000,180019
20171107,2819000,2846000,2793000,2805000,149291
20171108,2805000,2853000,2793000,2838000,170404
20171109,2846000,2846000,2795000,2817000,239881
20171110,2790000,2827000,2789000,2820000,134976
20171113,2820000,2840000,2805000,2819000,176133
20171114,2819000,2837000,2796000,2796000,134500
20171115,2796000,2816000,2766000,2767000,176339
20171116,2772000,2800000,2770000,2789000,152814
20171117,2820000,2844000,2791000,2791000,214663
20171120,2795000,2799000,2760000,2760000,189455
20171121,2770000,2792000,2764000,2764000,206494
20171122,2799000,2810000,2781000,2798000,159059
20171123,2798000,2799000,2751000,2765000,125458
20171124,2765000,2775000,2759000,2773000,90724
20171127,2768000,2768000,2632000,2632000,362578
20171128,2635000,2664000,2586000,2664000,269988
20171129,2660000,2662000,2625000,2630000,191805
20171130,2540000,2593000,2510000,2540000,592683
20171201,2540000,2589000,2540000,2542000,257372
20171204,2542000,2567000,2501000,2567000,297301
20171205,2530000,2565000,2514000,2563000,186531
20171206,2563000,2578000,2501000,2501000,217784
20171207,2502000,2549000,2501000,2537000,221312
20171208,2568000,2600000,2552000,2600000,225809
20171211,2600000,2602000,2575000,2589000,162517
20171212,2591000,2605000,2583000,2605000,175301
20171213,2605000,2605000,2555000,2566000,226674
20171214,2566000,2614000,2553000,2553000,406208
20171215,2562000,2574000,2526000,2531000,298571
20171218,2531000,2562000,2531000,2560000,147005
20171219,2577000,2604000,2576000,2578000,239572
20171220,2575000,2588000,2541000,2544000,201611
20171221,2550000,2553000,2455000,2457000,312486
20171222,2470000,2498000,2462000,2485000,223993
20171226,2488000,2505000,2410000,2410000,320797
20171227,2448000,2478000,2423000,2468000,214872
20171228,2478000,2548000,2475000,2548000,179709
20180102,2569000,2570000,2539000,2551000,169485
20180103,2627000,2628000,2571000,2581000,200270
20180104,2606000,2609000,2532000,2554000,233909
20180105,2565000,2606000,2560000,2606000,189623
20180108,2620000,2626000,2575000,2601000,167673
20180109,2573000,2586000,2499000,2520000,360272
20180110,2525000,2526000,2432000,2442000,371336
20180111,2410000,2463000,2401000,2412000,502476
20180112,2412000,2424000,2338000,2410000,545409
20180115,2440000,2449000,2396000,2427000,201920
20180116,2438000,2507000,2431000,2500000,407793
20180117,2501000,2501000,2453000,2481000,221061
20180118,2501000,2532000,2491000,2495000,296977
20180119,2519000,2519000,2452000,2466000,184399
20180122,2432000,2434000,2398000,2412000,250418
20180123,2433000,2458000,2415000,2458000,270654
20180124,2443000,2485000,2428000,2467000,191010
20180125,2461000,2518000,2458000,2513000,223207
20180126,2525000,2539000,2492000,2539000,207002
20180129,2560000,2574000,2545000,2561000,236776
20180130,2522000,2532000,2489000,2490000,245691
20180131,2501000,2707000,2480000,2495000,1293626
20180201,2531000,2548000,2486000,2491000,552189
20180202,2469000,2470000,2385000,2385000,585207
20180205,2325000,2416000,2300000,2396000,567158
20180206,2330000,2396000,2329000,2371000,388129
20180207,2412000,2413000,2290000,2290000,468961
20180208,2306000,2331000,2299000,2300000,465021
20180209,2222000,2259000,2221000,2235000,349300
20180212,2255000,2316000,2252000,2286000,315099
20180213,2310000,2403000,2310000,2377000,378465
20180214,2404000,2455000,2397000,2450000,378118
20180219,2490000,2490000,2393000,2419000,307069
20180220,2402000,2408000,2361000,2370000,202452
20180221,2364000,2379000,2342000,2364000,257604
20180222,2363000,2363000,2338000,2338000,177399
20180223,2338000,2390000,2338000,2361000,248466
20180226,2364000,2378000,2354000,2369000,191213
20180227,2418000,2419000,2369000,2369000,196611
20180228,2369000,2405000,2350000,2353000,303247
20180302,2329000,2340000,2300000,2301000,265310
20180305,2291000,2308000,2254000,2260000,282019
20180306,2296000,2355000,2291000,2351000,308467
20180307,2410000,2445000,2361000,2431000,428541
20180308,2460000,2474000,2404000,2460000,389273
20180309,2472000,2527000,2462000,2487000,286088
20180312,2528000,2539000,2479000,2487000,173779
20180313,2538000,2583000,2518000,2583000,401974
20180314,2551000,2600000,2550000,2588000,254265
20180315,2600000,2601000,2551000,2577000,177649
20180316,2561000,2571000,2512000,2557000,243698
20180319,2531000,2567000,2522000,2537000,164377
20180320,2535000,2560000,2505000,2560000,163865
20180321,2589000,2589000,2553000,2553000,178104
20180322,2553000,2589000,2552000,2589000,169082
20180323,2517000,2536000,2480000,2486000,297099
20180326,2471000,2514000,2452000,2514000,201155
20180327,2516000,2523000,2454000,2499000,237480
20180328,2455000,2455000,2417000,2435000,303189
20180329,2435000,2478000,2416000,2452000,201340
20180330,2454000,2495000,2454000,2461000,155542
20180402,2450000,2461000,2425000,2427000,142313
20180403,2394000,2407000,2364000,2406000,255365
20180404,2408000,2413000,2346000,2346000,247684
20180405,2370000,2469000,2367000,2437000,264912
20180406,2400000,2429000,2370000,2420000,250654
20180409,2413000,2472000,2410000,2460000,199008
20180410,2427000,2461000,2402000,2444000,219687
20180411,2495000,2495000,2430000,2443000,201022
20180412,2472000,2472000,2444000,2450000,249325
20180413,2480000,2509000,2470000,2490000,205566
20180416,2516000,2530000,2493000,2517000,157549
20180417,2512000,2527000,2491000,2499000,155440
20180418,2550000,2568000,2529000,2568000,269252
20180419,2600000,2649000,2577000,2639000,343811
20180420,2590000,2613000,2571000,2581000,235220
20180423,2550000,2604000,2550000,2595000,232380
20180424,2592000,2593000,2504000,2523000,315406
20180425,2461000,2525000,2461000,2520000,332292
20180426,2521000,2608000,2520000,2607000,360931
20180427,2669000,2682000,2622000,2650000,606216
20180430,2650000,2650000,2650000,2650000,0
20180502,2650000,2650000,2650000,2650000,0
20180503,2650000,2650000,2650000,2650000,0
20180504,53000,53900,51800,51900,39565391
20180508,52600,53200,51900,52600,23104720
20180509,52600,52800,50900,50900,16128305
20180510,51700,51700,50600,51600,13905263
20180511,52000,52200,51200,51300,10314997
20180514,51000,51100,49900,50100,14909272
20180515,50200,50400,49100,49200,18709146
20180516,49200,50200,49150,49850,15918683
20180517,50300,50500,49400,49400,10365440
20180518,49900,49900,49350,49500,6706570
20180521,49650,50200,49100,50000,9020998
20180523,50600,52000,50400,51800,17095490
20180524,52000,52000,51100,51400,8289275
20180525,51000,52800,50800,52700,15207266
20180528,52500,53000,52000,52300,9787820
20180529,52200,52500,51300,51300,8480437
20180530,51300,51500,49100,49500,20498098
20180531,50400,50800,49850,50700,63491109
20180601,50500,51700,49950,51300,13038499
20180604,50800,51200,50700,51100,9767171
20180605,51100,51400,50400,51300,9144100
20180607,51800,51800,50500,50600,13590016
20180608,50200,50400,49600,49650,16951706
20180611,49750,50300,49350,49900,10571312
20180612,49700,49800,49250,49400,12110569
20180614,49000,49000,48200,48200,20971729
20180615,48500,48700,47650,47650,17080892
20180618,47600,47650,46200,46600,16661870
20180619,47200,47350,46500,47000,15217971
20180620,47450,47600,46850,47000,12959316
20180621,47900,47900,47050,47050,10015541
20180622,47000,47250,46200,47250,10298006
20180625,47050,47050,46150,46650,10587711
20180626,45900,47300,45900,47000,11223166
20180627,47450,48500,47000,47950,15274752
20180628,46850,47150,46600,46800,12784800
20180629,46250,47150,46200,46650,14099635
20180702,46500,47150,45500,45550,13112253
20180703,45750,46450,45750,46150,10959655
20180704,46700,47050,46050,46250,8776763
20180705,46100,46550,45600,45950,7039773
20180706,45500,45850,44650,44900,17843706
20180709,45500,46100,45200,45600,11602464
20180710,46200,46550,46100,46300,10528665
20180711,46400,46450,45400,46000,11224077
20180712,45900,46250,45450,45500,11828104
20180713,45800,46500,45750,46500,11543389
20180716,46800,46800,46000,46050,7678719
20180717,46150,46200,45600,45850,8892953
20180718,46700,47200,46450,46550,10952645
20180719,47050,47200,46600,46900,9880128
20180720,47000,47600,46700,47450,10474547
20180723,47100,47200,46150,46500,10823782
20180724,46350,46600,45950,46150,8261363
20180725,46250,46550,45900,46150,7222471
20180726,46100,47000,46000,46900,7374946
20180727,46450,47000,46450,46900,4762460
20180730,46550,46800,46350,46500,5723035
20180731,46200,46450,46000,46250,8033607
20180801,46050,46850,46050,46550,7484499
20180802,46550,46800,45500,45550,8560924
20180803,45850,45900,45450,45750,8274944
20180806,46150,46150,45750,45800,6771979
20180807,46300,46750,45900,46700,9058174
20180808,47000,47000,46550,46800,6429338
20180809,47000,47050,46450,46900,12010886
20180810,46150,46400,44850,45400,16670643
20180813,44950,45100,44650,45050,9803831
20180814,44850,45400,44850,45150,6409259
20180816,43800,44650,43700,44250,10088229
20180817,44050,44400,44050,44100,6808747
20180820,43500,44200,43500,43850,7289124
20180821,43700,44900,43700,44800,9520270
20180822,45150,46200,44900,46100,11641656
20180823,46150,46200,45700,46200,6730918
20180824,45900,46400,45550,46150,6582535
20180827,46100,46550,46000,46300,5263782
20180828,46800,46950,46300,46550,7365976
20180829,46750,46800,46400,46800,5572374
20180830,46950,47950,46700,47650,12193231
20180831,47100,48450,47000,48450,13577454
20180903,48200,48300,47300,47450,8595084
20180904,47550,47800,47200,47650,6791255
20180905,47300,47450,46400,46600,9139998
20180906,46200,46400,45800,46100,9040553
20180907,44500,45200,44400,44900,18285508
20180910,45450,45550,45000,45500,9979838
20180911,45550,45900,45050,45050,9865790
20180912,44900,45100,44500,44550,12995269
20180913,44550,44750,44000,44050,18277942
20180914,45000,45850,44900,45850,12446344
20180917,45550,45800,44900,45150,8123384
20180918,44950,45900,44700,45500,9987090
20180919,46000,46200,45700,46150,9367454
20180920,46850,47600,46400,47250,13536966
20180921,46550,47550,46550,47400,14476906
20180927,46950,47500,46450,47500,15804586
20180928,47250,47250,46300,46450,11270515
20181001,46450,46800,45800,46350,6354983
20181002,46450,46700,45700,45700,6607188
20181004,45150,45600,44700,44700,11865327
20181005,44800,45500,44550,44700,10544165
20181008,44200,45200,44200,44950,6759464
20181010,45250,45500,44500,45300,10341349
20181011,44000,44650,43100,43100,19324537
20181012,43200,44650,43200,44000,12640906
20181015,44050,44050,43350,43800,7434522
20181016,43700,44150,43350,43600,6825677
20181017,44150,44500,44000,44150,8306193
20181018,43950,44450,43700,44050,8347725
20181019,43900,44150,43450,43900,7842520
20181022,43450,43950,43200,43550,8357648
20181023,43300,43450,42550,43050,9531231
20181024,43050,43100,42250,42550,13522825
20181025,40600,41550,40550,41000,19338170
20181026,41100,41300,40400,41000,14413864
20181029,40850,41950,40550,41400,14460521
20181030,41400,43000,41000,42350,14205190
